UNIX_Timestamp,Tweet_text
1415490678,The #Buckeyes playin tonite
1415490697,"RT @CokeZero: Dotting the \""i\"" is a big deal for #Buckeyes fans. Will #OhioState make a BIG statement today? #CountdownToZero http:\/\/t.co\/Av\u2026"
1415490702,Who will win the game tonight the #Buckeyes or the #Spartans   Lets see how the game unfolds.
1415490704,RT @Core6Athletes: Less than 2 hours away. Who you got? RT for #OhioState FAV for #MichiganState #B1G #CollegeGameDay http:\/\/t.co\/qna5mxlthj
1415490729,"RT @Buckeyefanohio7: \""@MekkaDonMusic: RT if you're rooting for the Buckeyes tonight!\"" #FightOn #GoBucks #Buckeyes #BuckeyeNation"
1415490730,FUCK \u274cICHIGAN #GoBucks #OhioState
1415490745,@KLeighB47 #beautiful picture #whatup #GoBucks #Buckeyes #BuckeyeNation
1415490746,"RT @Buckeyefanohio7: \""@MekkaDonMusic: RT if you're rooting for the Buckeyes tonight!\"" #FightOn #GoBucks #Buckeyes #BuckeyeNation"
1415490746,NYT map: Where college football means the most #BUCKEYES
1415490747,Poor Indiana #BUCKEYES
1415490748,Let's hope JT barrett doesn't pull an Andy Dalton and throw passes to cheerleaders or whoever looks at him like Thursday night. #Buckeyes
1415490748,Shout out to fellow Buckeye Chivers!!! #BUCKEYES
1415490748,Texas A&amp;M vs Auburn #BUCKEYES
1415490749,SEC West!! #BUCKEYES
1415490750,ASU vs. Notre Dame. #BUCKEYES
1415490750,Need a good laugh? #BUCKEYES
1415490751,"Going Low on \""defensless\"" receivers should be a penalty #BUCKEYES"
1415490751,MIke shannahan interested in Meatchicken job #BUCKEYES
1415490752,Hope Damien Harris went to Kentucky game today #BUCKEYES
1415490752,OT- Black backgrounds- Air Force Ad?? #BUCKEYES
1415490753,Darron Lee #BUCKEYES
1415490753,Matta To Unveil Team At Exhibition Sunday #BUCKEYES
1415490754,Is TBDBITL in East Lansing? #BUCKEYES
1415490754,#forksup  Notre Dame \/ Arizona St (Last post on 11\/08\/2014 at 2:54\u00a0PM\u00a0PST) #BUCKEYES
1415490755,Michigan vs Northwestern (Last post on 11\/08\/2014 at 2:57\u00a0PM\u00a0PST) #BUCKEYES
1415490755,Auburn\/Texas A&amp;M (Last post on 11\/08\/2014 at 3:10\u00a0PM\u00a0PST) #BUCKEYES
1415490756,Buckeye flag flying high and proud in... (Last post on 11\/08\/2014 at 3:22\u00a0PM\u00a0PST) #BUCKEYES
1415490756,The Mailbox: Pain\u2019s big part of football
1415490774,Too pumped up for tonight lets get em Buckeyes!!! #ohiostate #buckeyes #beatmichst #bodybuilding\u2026 http:\/\/t.co\/YXfeGPGZZF
1415490812,Looks like traditional road unis for the #Buckeyes: white jerseys
1415490817,Get your #OhioState #Buckeyes team colors on your devices &amp; other licensed products @ http:\/\/t.co\/8gp6R4J7PL http:\/\/t.co\/Mpt6N3bS1N
1415490835,@CLESportsLife Here's a novel idea
1415490849,This game needs to come on already \ud83d\ude29\ud83c\udfc8 lets go buckeyes! #BeatMSU @OhioStAthletics #OhioState
1415490869,RT @Core6Athletes: Less than 2 hours away. Who you got? RT for #OhioState FAV for #MichiganState #B1G #CollegeGameDay http:\/\/t.co\/qna5mxlthj
1415490887,RT @rollerCD: Calm before the storm. #Buckeyes http:\/\/t.co\/Rt0fdM4WWs
1415490898,Who else is ready for the #OhioState Buckeyes vs the #MichiganState Spartans? We are! #BeatMSU http:\/\/t.co\/PbYdogoB7m
1415490913,"RT @buckeyefansonly: Good luck to @OSUCoachMeyer &amp; to all the #OhioState #Buckeyes coaches &amp; players! #GoBucks! \""@SammySilv #BeatSparty!\"" h\u2026"
1415490929,Pros say #MichiganState has better defense&amp;offense than #OhioState. This has been the year of the upset&amp;underdog
1415490963,"RT @buckeyefansonly: Good luck to @OSUCoachMeyer &amp; to all the #OhioState #Buckeyes coaches &amp; players! #GoBucks! \""@SammySilv #BeatSparty!\"" h\u2026"
1415490978,Cant say i dont like watchn #NotreDame go down. All bout moving up the ranking #GoBucks #Buckeyes
1415490983,Can't wait. Go @OhioStAthletics #Buckeyes http:\/\/t.co\/ZqDeLnMDTy
1415490988,So ND and Auburn are out... 2 down #Buckeyes
1415491010,Got to visit the famous horseshoe stadium today! #OhioState #LetsGoBucks #OSU #Buckeyes #Amazing\u2026 http:\/\/t.co\/saZFwinR59
1415491018,RT @Core6Athletes: Less than 2 hours away. Who you got? RT for #OhioState FAV for #MichiganState #B1G #CollegeGameDay http:\/\/t.co\/qna5mxlthj
1415491028,#sports Cavs players read nice tweets about themselves
1415491050,RT @TheGameColumbus: Get To @SciotoDowns NOW-8p \n@Roy_Hall &amp; @RyanMitchell75 host #Buckeyes GameDay! Food
1415491061,Can't wait for my #Buckeyes
1415491072,"RT @Buckeyefanohio7: \""@buckeyefan43612: http:\/\/t.co\/pJmjtFdmEv\"" #GoBucks #Buckeyes #BuckeyeNation"
1415491094,Maurice Clarett was seriously a freak RB in College. #OhioState
1415491101,It's almost game time ! #OHIO #THEOHIOSTATEUNIVERSITY #BUCKEYES #GOBUCKS http:\/\/t.co\/A9c1KlDGJO
1415491123,Kids feed beer cold getting ready for the #Buckeyes beat down of the Spartans
1415491131,OSU game!! \ud83c\udfc8\ud83c\udfc8 #Buckeyes #BuckeyeNation #OhioState \ud83d\ude4c
1415491142,#bigten   #ncaa   #ohiostatefootball   #ohiostateVsmichigan   #OSU   #Buckeyes \u00a0 https:\/\/t.co\/e1sPIsufFS
1415491150,HUGE game tonight... Fucking nervous
1415491189,Let's go #OhioState #BehindEnemyLines http:\/\/t.co\/6GLwdcRz0N
1415491189,RT @Buckeye_Nation: College football kickoff: Do or die for Spartans and Buckeyes
1415491189,Thumbs up for #OSU #Buckeyes pizza pride! http:\/\/t.co\/9h4eDmNyDw
1415491196,A Saturday Evening Read: http:\/\/t.co\/S0uFaoFXrY #OhioState #UrbanMeyer
1415491207,Big Ten
1415491211,RT @Core6Athletes: Less than 2 hours away. Who you got? RT for #OhioState FAV for #MichiganState #B1G #CollegeGameDay http:\/\/t.co\/qna5mxlthj
1415491233,Ohio State and Notre Dame both lost their following game after playing Navy this season. #Irish #Buckeyes
1415491234,Getting #nervous &amp; #excited for tonight's #OSUvsMSU game! LET'S GO BUCKS!\n\n#GoBucks #Buckeyes #OhioState #BuckeyeNation #BuckeyeLove
1415491239,RT @LOLGamedaySigns: If #OhioState beat anything other than their dick for the last 10 years you may get some respect!! #GameDaySigns http:\u2026
1415491258,Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutraditions
1415491297,I'm ready for my Buckeyes to play! #OhioState @OhioStFootball
1415491303,C'mon Texas A&amp;M. #OhioState #Playoffs
1415491309,Now here\u2019s a great way to end @CANRatMSU #AutumnFest! O - H!! #GoBucks http:\/\/t.co\/NPoDMBiuak #OhioState #CFAES
1415491315,Tough loss for the #Irish.  #Buckeyes might be my love but #NotreDame will always be my mistress!
1415491320,@YaBoyAB #Buckeyes
1415491334,Greetings from Spartan Stadium #buckeyes http:\/\/t.co\/Ry7dSARCbA
1415491347,RT @JAmericaCollege: Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutra\u2026
1415491357,Looking forward tonight game #OhioState vs #MichiganState go buckeyes
1415491358,RT @RyanGinnBSB: Greetings from Spartan Stadium #buckeyes http:\/\/t.co\/Ry7dSARCbA
1415491366,RT @OhioStAthletics: BUCKEYE BITS: OSU has 9 INTs in its last 4 games. #Buckeyes lead @B1GFootball with 14 INTs this season (7th in @NCAA).\u2026
1415491371,RT @JAmericaCollege: Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutra\u2026
1415491394,RT @TheAndyRichter: Ohio State and Notre Dame both lost their following game after playing Navy this season. #Irish #Buckeyes
1415491395,After the W tonight &amp; if Flo St lose
1415491397,RT @RyanGinnBSB: Greetings from Spartan Stadium #buckeyes http:\/\/t.co\/Ry7dSARCbA
1415491425,Could a 2 loss #SEC team be better than #Buckeyes ? Only at ESPN
1415491436,@cbadov creative baking. So neat! Your time of the year is coming up! #buckeyes
1415491441,RT @MuzeGallery: Hey #BuckeyeNation. Would you buy this phone case? Muze needs to know. #GoBucks #Buckeyes #TBDBITL #OSUMB #OSU http:\/\/t.co\u2026
1415491444,RT @Scarletjersey: Could a 2 loss #SEC team be better than #Buckeyes ? Only at ESPN
1415491454,1 hr til osu beats Michigan state! #GoBucks #OhioState
1415491459,\u201c@JustoJustglo: Best College thus far !!!! #ohiostate vs Michiganstate\u201d
1415491488,RT @RyanGinnBSB: Greetings from Spartan Stadium #buckeyes http:\/\/t.co\/Ry7dSARCbA
1415491488,RT @UofCFB: Which team are you rooting for tonight?\nRT for #MichiganState\nFAV for #OhioState\n#OSUvsMSU http:\/\/t.co\/WjhEUsZ68F
1415491492,RT @Core6Athletes: Less than 2 hours away. Who you got? RT for #OhioState FAV for #MichiganState #B1G #CollegeGameDay http:\/\/t.co\/qna5mxlthj
1415491498,RT @JAmericaCollege: Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutra\u2026
1415491498,#OhioState vs. #MichiganState game tonight!!! @smallbatchLLC is cooking in the Red Room all night!!! #ClubFuelOhio
1415491498,#BigTen playoff hopefuls Ohio State &amp; Michigan play with Big Ten title hopes on the line. #Sparty #Buckeyes
1415491499,#BigTen playoff hopefuls Ohio State &amp; Michigan play with Big Ten title hopes on the line. #Sparty #Buckeyes
1415491508,Ready to watch my #Buckeyes takeover at Michigan St!
1415491520,RT @RyanGinnBSB: Greetings from Spartan Stadium #buckeyes http:\/\/t.co\/Ry7dSARCbA
1415491553,Almost #Buckeyes time
1415491566,#buckeyes (@ Vaughan's Pub in Chicago
1415491567,T-55 minutes to #Buckeyes kickoff.
1415491573,\u2b55\ufe0f\ud83d\ude4c\ud83d\udccd\ud83c\udd7e #Buckeyes #MSWHO?
1415491578,Almost that time!!!! #OHIOSTATE
1415491608,#GoBuckeyes #OhioState #330 #614 \ud83c\udfc8\u2764\ufe0f\ud83c\udfc8\u2764\ufe0f\ud83c\udfc8\u2764\ufe0f http:\/\/t.co\/KdE9Kvncus
1415491613,Ohio State football live updates and chat: Buckeyes at Michigan State Spartans
1415491622,RT @OhioProbz I'm so ready for this Ohio State game tonight! #BuckeyeNation #OSUvsMSU #Buckeyes -via http:\/\/t.co\/qTkEnJC7dL
1415491633,RT @RyanGinnBSB: Greetings from Spartan Stadium #buckeyes http:\/\/t.co\/Ry7dSARCbA
1415491637,#Buckeyes by 10 tonight. #Michiganstate very overrated.
1415491644,RT @RyanGinnBSB: Greetings from Spartan Stadium #buckeyes http:\/\/t.co\/Ry7dSARCbA
1415491652,@DOMTIBERI Fired up in #SEC country to watch my #Buckeyes beat #MSU!! 37-24 #GoBucks
1415491653,Waiting for #Buckeyes vs #Spartans #OSUvsMSU #BuckeyeNation @Brutus_Buckeye @OhioStAthletics @jbbigbear
1415491661,RT @RobbinsCoaching: Game time is getting close... What is your #MichiganState vs #OhioState predictions!?!? http:\/\/t.co\/gB0bmMb6Gh
1415491662,RT @LasVegasChicas: #OSU v #MSU\n#OhioSate #Buckeyes +4\n#NCAA #Football\n#Vegas Bet Line
1415491691,RT @LOLGamedaySigns: If #OhioState beat anything other than their dick for the last 10 years you may get some respect!! #GameDaySigns http:\u2026
1415491709,Best College GameDay Signs East Lansing : Ohio State vs. Michigan State #BUCKEYES
1415491711,RT @UofCFB: Which team are you rooting for tonight?\nRT for #MichiganState\nFAV for #OhioState\n#OSUvsMSU http:\/\/t.co\/WjhEUsZ68F
1415491727,Ready for my boys to play tonight #Buckeyes
1415491727,Let's go Bucks! !!!!! \u2661\u2661\u2661\u2661 It's not going to be an easy one..but we got this! #faith #Buckeyes #beatmichiganstate #15 http:\/\/t.co\/SiyX2PBdlE
1415491731,Let's go OSU!!!!!!!! #OSUvsMSU #buckeyes #brutus #letsgo http:\/\/t.co\/9F5Zzxl6xj
1415491744,Track Ohio State #Buckeyes vs. Michigan State #Spartans here: http:\/\/t.co\/dmg1KFugau http:\/\/t.co\/h9SkrDQy3k
1415491744,Track Ohio State #Buckeyes vs. Michigan State #Spartans here: http:\/\/t.co\/j2rd70cd7t http:\/\/t.co\/odQOQXzzdp
1415491757,RT @AceRozaay: Ready for my boys to play tonight #Buckeyes
1415491758,To my fellow #buckeyes you do realize if we lose this game tonight the talk starts about firing #UrbanMeyer #gobucks #BuckeyeNation #tOSU
1415491780,Getting ready for the #OhioState game! I freaking pumped! #football #OSUvsMSU Lets go @OhioStAthletics
1415491786,Tuning into the #RadioParty until the #Buckeyes game starts. @DJohnsonWTOP @GCtalks
1415491787,We owe them one #Buckeyes
1415491791,#Buckeyes rank 2nd in the NCAA in passing efficiency with a 169.2 rating &amp; are 4th in scoring offense at 45.6 ppg. #OSUvsMSU
1415491793,#MichiganState Favored at Home Over #OhioState #NCAA #collegefootball http:\/\/t.co\/O2QLIX0lj6
1415491812,RT @LOLGamedaySigns: If #OhioState beat anything other than their dick for the last 10 years you may get some respect!! #GameDaySigns http:\u2026
1415491812,God
1415491821,RT @B1Gfootball: #Buckeyes rank 2nd in the NCAA in passing efficiency with a 169.2 rating &amp; are 4th in scoring offense at 45.6 ppg. #OSUvsM\u2026
1415491821,"Shut the fuck up RT\""@Soleciety_: Almost that time!!!! #OHIOSTATE\"""
1415491822,RT @quick_tg6: #TheDecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e #Buckeyes http:\/\/t.co\/3mvAmRIo01
1415491833,RT @B1Gfootball: #Buckeyes rank 2nd in the NCAA in passing efficiency with a 169.2 rating &amp; are 4th in scoring offense at 45.6 ppg. #OSUvsM\u2026
1415491835,A Nick Swisher avi is too much of risk for such an important game. \nI went with Donte Whitner instead. #Buckeyes http:\/\/t.co\/bU1BcRatwG
1415491844,RT @B1Gfootball: #Buckeyes rank 2nd in the NCAA in passing efficiency with a 169.2 rating &amp; are 4th in scoring offense at 45.6 ppg. #OSUvsM\u2026
1415491846,RT @quick_tg6: #TheDecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e #Buckeyes http:\/\/t.co\/3mvAmRIo01
1415491847,RT @quick_tg6: #TheDecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e #Buckeyes http:\/\/t.co\/3mvAmRIo01
1415491853,Alright #Buckeyes. You're next let's go!!! #Destiny #Urban
1415491857,RT @JoeyBankston: We owe them one #Buckeyes
1415491868,RT @LanternTV: Ohio State will NOT be wearing their chrome alternates for tonight's game. They will be wearing their regular away white uni\u2026
1415491883,RT @B1Gfootball: #Buckeyes rank 2nd in the NCAA in passing efficiency with a 169.2 rating &amp; are 4th in scoring offense at 45.6 ppg. #OSUvsM\u2026
1415491895,RT @quick_tg6: #TheDecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e #Buckeyes http:\/\/t.co\/3mvAmRIo01
1415491900,RT @quick_tg6: #TheDecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e #Buckeyes http:\/\/t.co\/3mvAmRIo01
1415491903,RT @BrownsMemes: A Nick Swisher avi is too much of risk for such an important game. \nI went with Donte Whitner instead. #Buckeyes http:\/\/t.\u2026
1415491912,RT @quick_tg6: #TheDecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e #Buckeyes http:\/\/t.co\/3mvAmRIo01
1415491914,RT @quick_tg6: #TheDecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e #Buckeyes http:\/\/t.co\/3mvAmRIo01
1415491922,J.T.'s Journey https:\/\/t.co\/KTMo060S6H #Buckeyes -via http:\/\/t.co\/qTkEnJC7dL http:\/\/t.co\/0WzP3mNtSW
1415491924,RT Core6Athletes: Less than 2 hours away. Who you got? RT for #OhioState FAV for #MichiganState #B1G #CollegeGam... http:\/\/t.co\/EIjrtKEG5d
1415491929,RT @quick_tg6: #TheDecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e #Buckeyes http:\/\/t.co\/3mvAmRIo01
1415491946,J.T.'s Journey https:\/\/t.co\/KTMo060S6H #Buckeyes -via http:\/\/t.co\/qTkEnJC7dL http:\/\/t.co\/xVVoV5r5Qs
1415491955,#GoBucks #GoBuckeyes # Columbus #OhioState #OhhioStateHatWeek http:\/\/t.co\/hEXXTvIplg
1415491968,Almost #gametime  Does anyone have #OhioState stomping #MichiganState at home??? #OhioStatevsMichiganstate
1415491981,RT @quick_tg6: #TheDecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e #Buckeyes http:\/\/t.co\/3mvAmRIo01
1415491993,Go Buckeyes! Beat those Spartans! You can do this tonight! ;) #OhioState #osu #BuckeyesinMaryland\u2026 http:\/\/t.co\/lgYA8IDRdY
1415492016,RT @B1Gfootball: #Buckeyes rank 2nd in the NCAA in passing efficiency with a 169.2 rating &amp; are 4th in scoring offense at 45.6 ppg. #OSUvsM\u2026
1415492026,RT @quick_tg6: #TheDecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e #Buckeyes http:\/\/t.co\/3mvAmRIo01
1415492037,#OhioState Vs #MichiganState lets go #Buckeyes O-H \ud83c\udfc8\ud83d\udc4f
1415492052,Huge game tonight boys! #letsgo #buckeyes #THEEOhiostateuniversity
1415492055,A #Buckeyes fan peed on @Brian_Calloway's wife's sister tailgate from a parking garage. Crudest fan base
1415492062,#Buckeyes: Buckeyes
1415492072,RT @BrownsMemes: A Nick Swisher avi is too much of risk for such an important game. \nI went with Donte Whitner instead. #Buckeyes http:\/\/t.\u2026
1415492072,My blood is already flowing waiting for this kickoff!! Let's fucking gooooooooo!!!! #Buckeyes
1415492078,RT @Graham_Couch: A #Buckeyes fan peed on @Brian_Calloway's wife's sister tailgate from a parking garage. Crudest fan base
1415492095,Getting PUMPED for the #Buckeyes game. Sparty about to go DOWNNNNNNNN
1415492097,RT @Graham_Couch: A #Buckeyes fan peed on @Brian_Calloway's wife's sister tailgate from a parking garage. Crudest fan base
1415492105,@OhioStFootball Let's do work #Buckeyes! Us fans have faith you guys can finally show who's the best in the Big 10.
1415492112,RT @Graham_Couch: A #Buckeyes fan peed on @Brian_Calloway's wife's sister tailgate from a parking garage. Crudest fan base
1415492131,RT @Graham_Couch: A #Buckeyes fan peed on @Brian_Calloway's wife's sister tailgate from a parking garage. Crudest fan base
1415492140,RT @Graham_Couch: A #Buckeyes fan peed on @Brian_Calloway's wife's sister tailgate from a parking garage. Crudest fan base
1415492143,\u201c@DanielleCasting: #OhioState Vs #MichiganState lets go #Buckeyes O-H \ud83c\udfc8\ud83d\udc4f\u201dI -O. Didn't know you were a buckeye in la as well. Nice! #GoBucks
1415492153,Go BUCKS!!! \u2764\ufe0f#buckeyes #OHIO #Buckeyenation #BuckeyeFootball http:\/\/t.co\/O758rDPGDd
1415492166,RT @RyanGinnBSB: Greetings from Spartan Stadium #buckeyes http:\/\/t.co\/Ry7dSARCbA
1415492166,About an hour until kick here at Spartan Stadium. Follow myself
1415492172,We need to go head and win tonight #buckeyes
1415492174,I'm so ready for this game #GoBucks #BeatSparty #BuckeyeNation #OSUvsMSU #Buckeyes
1415492174,RT @Graham_Couch: A #Buckeyes fan peed on @Brian_Calloway's wife's sister tailgate from a parking garage. Crudest fan base
1415492176,Hell yeah #Aggies \n#AggiesVsTigers \nGo #Buckeyes
1415492182,@williamson_joe big Fan #buckeyes
1415492190,RT @TimLMoody: About an hour until kick here at Spartan Stadium. Follow myself
1415492200,RT @Graham_Couch: A #Buckeyes fan peed on @Brian_Calloway's wife's sister tailgate from a parking garage. Crudest fan base
1415492203,RT @Graham_Couch: A #Buckeyes fan peed on @Brian_Calloway's wife's sister tailgate from a parking garage. Crudest fan base
1415492211,RT @jtTiso: Let's hope JT barrett doesn't pull an Andy Dalton and throw passes to cheerleaders or whoever looks at him like Thursday night.\u2026
1415492215,Finally get to chill w\/Lafamilia been working all week #moneyflow #OhioState game \ud83c\udfc8
1415492215,RT @LOLGamedaySigns: If #OhioState beat anything other than their dick for the last 10 years you may get some respect!! #GameDaySigns http:\u2026
1415492221,All BS aside #Buckeyes  unless we handle our biz it's a mute point.  Time to put up or shut up. #redemption # keepwhatyoukill
1415492234,RT @JAmericaCollege: Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutra\u2026
1415492249,RT @JAmericaCollege: Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutra\u2026
1415492251,#OhioState vs #MichiganState who do you think will win? @OhioStAthletics @michiganstateu
1415492252,RT @JAmericaCollege: Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutra\u2026
1415492260,@Sports_Chik @TheRick2458 @Brn_idPensGrl that's gonna be a huge game
1415492261,Decorations complete. Jello and buckeyes done. Ready for the biggest game of the season! #buckeyes\u2026 http:\/\/t.co\/Z8YUXceyZa
1415492262,RT @Graham_Couch: A #Buckeyes fan peed on @Brian_Calloway's wife's sister tailgate from a parking garage. Crudest fan base
1415492268,RT @JAmericaCollege: Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutra\u2026
1415492273,RT @JAmericaCollege: Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutra\u2026
1415492274,RT @Graham_Couch: A #Buckeyes fan peed on @Brian_Calloway's wife's sister tailgate from a parking garage. Crudest fan base
1415492276,RT @JAmericaCollege: Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutra\u2026
1415492293,RT @JAmericaCollege: Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutra\u2026
1415492294,RT @JAmericaCollege: Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutra\u2026
1415492300,RT @JAmericaCollege: Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutra\u2026
1415492301,Lets go #OhioState
1415492306,RT @JAmericaCollege: Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutra\u2026
1415492308,RT @JAmericaCollege: Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutra\u2026
1415492311,"The #Pens basically said \""Hey Sher"
1415492318,RT @Graham_Couch: A #Buckeyes fan peed on @Brian_Calloway's wife's sister tailgate from a parking garage. Crudest fan base
1415492332,#bama vs #lsu or #ohiostate vs #michiganstate or #dubs vs #rockets winner #Last
1415492341,#OhioState
1415492363,I need My #Buckeyes 2 win this game 2nite...#OSUvsMSU #RevengeGame
1415492379,RT @JAmericaCollege: Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutra\u2026
1415492382,RT @Graham_Couch: A #Buckeyes fan peed on @Brian_Calloway's wife's sister tailgate from a parking garage. Crudest fan base
1415492383,I don't care what the score is
1415492393,\u201e\u2665 New W\/Tags #Leather #Ohio State #Buckeyes Football National Champions Baseball Cap http:\/\/t.co\/IWI4Ll3LTx http:\/\/t.co\/KjnFEyLnj6
1415492394,RT @JAmericaCollege: Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutra\u2026
1415492397,RT @BrownsMemes: A Nick Swisher avi is too much of risk for such an important game. \nI went with Donte Whitner instead. #Buckeyes http:\/\/t.\u2026
1415492400,RT @JAmericaCollege: Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutra\u2026
1415492407,Got 2 more plays locked in \n\n#TCU -6.5\n#OhioState +4\n\n#SportsBetting #NCAAF
1415492419,RT @jroc865: RT @OhioProbz I'm so ready for this Ohio State game tonight! #BuckeyeNation #OSUvsMSU #Buckeyes -via http:\/\/t.co\/qTkEnJC7dL
1415492420,My #Buckeyes have got to get the win tonight #BuckeyeNation
1415492425,Let the Buckeye countdown begin...  @jaymohr37 @Buckeye_Nation #Buckeyes
1415492431,RT @JAmericaCollege: Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutra\u2026
1415492439,#OhioState v #MichiganState prediction: Buckeyes 30 Spartans 27. @Grant_Rumley? #forallthecarrots
1415492440,@ShannonSharpe Who did you pick #OhioStatevsMichiganstate ?  I got #OhioState winning!!!!
1415492443,RT @quick_tg6: #TheDecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e #Buckeyes http:\/\/t.co\/3mvAmRIo01
1415492446,The nerves are setting in #Buckeyes vs the world tonight
1415492455,RT @Graham_Couch: A #Buckeyes fan peed on @Brian_Calloway's wife's sister tailgate from a parking garage. Crudest fan base
1415492463,Programming &amp; Web Solutions http:\/\/t.co\/YM2W1EYtzO #OhioState http:\/\/t.co\/qqII7kVUCO
