unix_timestamp,tweet_text 
1415490755,auburn\/texas a&amp;m (last post on 11\/08\/2014 at 3:10\u00a0pm\u00a0pst) buckeyes 
1415490756,buckeye flag flying high and proud in... (last post on 11\/08\/2014 at 3:22\u00a0pm\u00a0pst) buckeyes 
1415490756,the mailbox: pain\u2019s big part of football 
1415490774,too pumped up for tonight lets get em buckeyes!!! ohiostate buckeyes beatmichst bodybuilding\u2026 http:\/\/t.co\/yxfegpgzzf 
1415490812,looks like traditional road unis for the buckeyes: white jerseys 
1415490817,get your ohiostate buckeyes team colors on your devices &amp; other licensed products @ http:\/\/t.co\/8gp6r4j7pl http:\/\/t.co\/mpt6n3bs1n 
1415490835,@clesportslife here's a novel idea 
1415490849,this game needs to come on already \ud83d\ude29\ud83c\udfc8 lets go buckeyes! beatmsu @ohiostathletics ohiostate 
1415490869, less than 2 hours away. who you got? rt for ohiostate fav for michiganstate b1g collegegameday http:\/\/t.co\/qna5mxlthj 
1415490887, calm before the storm. buckeyes http:\/\/t.co\/rt0fdm4wws 
1415490898,who else is ready for the ohiostate buckeyes vs the michiganstate spartans? we are! beatmsu http:\/\/t.co\/pbydogob7m 
1415490913," good luck to @osucoachmeyer &amp; to all the ohiostate buckeyes coaches &amp; players! gobucks! \""@sammysilv beatsparty!\"" h\u2026" 
1415490929,pros say michiganstate has better defense&amp;offense than ohiostate. this has been the year of the upset&amp;underdog 
1415490963," good luck to @osucoachmeyer &amp; to all the ohiostate buckeyes coaches &amp; players! gobucks! \""@sammysilv beatsparty!\"" h\u2026" 
1415490978,cant say i dont like watchn notredame go down. all bout moving up the ranking gobucks buckeyes 
1415490983,can't wait. go @ohiostathletics buckeyes http:\/\/t.co\/zqdelnmdty 
1415490988,so nd and auburn are out... 2 down buckeyes 
1415491010,got to visit the famous horseshoe stadium today! ohiostate letsgobucks osu buckeyes amazing\u2026 http:\/\/t.co\/sazfwinr59 
1415491018, less than 2 hours away. who you got? rt for ohiostate fav for michiganstate b1g collegegameday http:\/\/t.co\/qna5mxlthj 
1415491028,sports cavs players read nice tweets about themselves 
1415491050, get to @sciotodowns now-8p \n@roy_hall &amp; @ryanmitchell75 host buckeyes gameday! food 
1415491061,can't wait for my buckeyes 
1415491072," \""@buckeyefan43612: http:\/\/t.co\/pjmjtfdmev\"" gobucks buckeyes buckeyenation" 
1415491094,maurice clarett was seriously a freak rb in college. ohiostate 
1415491101,it's almost game time ! ohio theohiostateuniversity buckeyes gobucks http:\/\/t.co\/a9c1kldgjo 
1415491123,kids feed beer cold getting ready for the buckeyes beat down of the spartans 
1415491131,osu game!! \ud83c\udfc8\ud83c\udfc8 buckeyes buckeyenation ohiostate \ud83d\ude4c 
1415491142,bigten ncaa ohiostatefootball ohiostatevsmichigan osu buckeyes \u00a0 https:\/\/t.co\/e1spisuffs 
1415491150,huge game tonight... fucking nervous 
1415491189,let's go ohiostate behindenemylines http:\/\/t.co\/6glwdcrz0n 
1415491189, college football kickoff: do or die for spartans and buckeyes 
1415491189,thumbs up for osu buckeyes pizza pride! http:\/\/t.co\/9h4edmnydw 
1415491196,a saturday evening read: http:\/\/t.co\/s0ufaofxry ohiostate urbanmeyer 
1415491207,big ten 
1415491211, less than 2 hours away. who you got? rt for ohiostate fav for michiganstate b1g collegegameday http:\/\/t.co\/qna5mxlthj 
1415491233,ohio state and notre dame both lost their following game after playing navy this season. irish buckeyes 
1415491234,getting nervous &amp; excited for tonight's osuvsmsu game! let's go bucks!\n\ngobucks buckeyes ohiostate buckeyenation buckeyelove 
1415491239, if ohiostate beat anything other than their dick for the last 10 years you may get some respect!! gamedaysigns http:\u2026 
1415491258,retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutraditions 
1415491297,i'm ready for my buckeyes to play! ohiostate @ohiostfootball 
1415491303,c'mon texas a&amp;m. ohiostate playoffs 
1415491309,now here\u2019s a great way to end @canratmsu autumnfest! o - h!! gobucks http:\/\/t.co\/npodmbiuak ohiostate cfaes 
1415491315,tough loss for the irish. buckeyes might be my love but notredame will always be my mistress! 
1415491320,@yaboyab buckeyes 
1415491334,greetings from spartan stadium buckeyes http:\/\/t.co\/ry7dsarcba 
1415491347, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415491357,looking forward tonight game ohiostate vs michiganstate go buckeyes 
1415491358, greetings from spartan stadium buckeyes http:\/\/t.co\/ry7dsarcba 
1415491366, buckeye bits: osu has 9 ints in its last 4 games. buckeyes lead @b1gfootball with 14 ints this season (7th in @ncaa).\u2026 
1415491371, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415491394, ohio state and notre dame both lost their following game after playing navy this season. irish buckeyes 
1415491395,after the w tonight &amp; if flo st lose 
1415491397, greetings from spartan stadium buckeyes http:\/\/t.co\/ry7dsarcba 
1415491425,could a 2 loss sec team be better than buckeyes ? only at espn 
1415491436,@cbadov creative baking. so neat! your time of the year is coming up! buckeyes 
1415491441, hey buckeyenation. would you buy this phone case? muze needs to know. gobucks buckeyes tbdbitl osumb osu http:\/\/t.co\u2026 
1415491444, could a 2 loss sec team be better than buckeyes ? only at espn 
1415491454,1 hr til osu beats michigan state! gobucks ohiostate 
1415491459,\u201c@justojustglo: best college thus far !!!! ohiostate vs michiganstate\u201d 
1415491488, greetings from spartan stadium buckeyes http:\/\/t.co\/ry7dsarcba 
1415491488, which team are you rooting for tonight?\nrt for michiganstate\nfav for ohiostate\n#osuvsmsu http:\/\/t.co\/wjheusz68f 
1415491492, less than 2 hours away. who you got? rt for ohiostate fav for michiganstate b1g collegegameday http:\/\/t.co\/qna5mxlthj 
1415491498, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415491498,ohiostate vs. michiganstate game tonight!!! @smallbatchllc is cooking in the red room all night!!! clubfuelohio 
1415491498,bigten playoff hopefuls ohio state &amp; michigan play with big ten title hopes on the line. sparty buckeyes 
1415491499,bigten playoff hopefuls ohio state &amp; michigan play with big ten title hopes on the line. sparty buckeyes 
1415491508,ready to watch my buckeyes takeover at michigan st! 
1415491520, greetings from spartan stadium buckeyes http:\/\/t.co\/ry7dsarcba 
1415491553,almost buckeyes time 
1415491566,buckeyes (@ vaughan's pub in chicago 
1415491567,t-55 minutes to buckeyes kickoff. 
1415491573,\u2b55\ufe0f\ud83d\ude4c\ud83d\udccd\ud83c\udd7e buckeyes mswho? 
1415491578,almost that time!!!! ohiostate 
1415491608,gobuckeyes ohiostate 330 614 \ud83c\udfc8\u2764\ufe0f\ud83c\udfc8\u2764\ufe0f\ud83c\udfc8\u2764\ufe0f http:\/\/t.co\/kde9kvncus 
1415491613,ohio state football live updates and chat: buckeyes at michigan state spartans 
1415491622, i'm so ready for this ohio state game tonight! buckeyenation osuvsmsu buckeyes -via http:\/\/t.co\/qtkenjc7dl 
1415491633, greetings from spartan stadium buckeyes http:\/\/t.co\/ry7dsarcba 
1415491637,buckeyes by 10 tonight. michiganstate very overrated. 
1415491644, greetings from spartan stadium buckeyes http:\/\/t.co\/ry7dsarcba 
1415491652,@domtiberi fired up in sec country to watch my buckeyes beat msu!! 37-24 gobucks 
1415491653,waiting for buckeyes vs spartans osuvsmsu buckeyenation @brutus_buckeye @ohiostathletics @jbbigbear 
1415491661, game time is getting close... what is your michiganstate vs ohiostate predictions!?!? http:\/\/t.co\/gb0bmmb6gh 
1415491662, osu v msu\n#ohiosate buckeyes +4\nncaa football\n#vegas bet line 
1415491691, if ohiostate beat anything other than their dick for the last 10 years you may get some respect!! gamedaysigns http:\u2026 
1415491709,best college gameday signs east lansing : ohio state vs. michigan state buckeyes 
1415491711, which team are you rooting for tonight?\nrt for michiganstate\nfav for ohiostate\n#osuvsmsu http:\/\/t.co\/wjheusz68f 
1415491727,ready for my boys to play tonight buckeyes 
1415491727,let's go bucks! !!!!! \u2661\u2661\u2661\u2661 it's not going to be an easy one..but we got this! faith buckeyes beatmichiganstate 15 http:\/\/t.co\/siyx2pbdle 
1415491731,let's go osu!!!!!!!! osuvsmsu buckeyes brutus letsgo http:\/\/t.co\/9f5zzxl6xj 
1415491744,track ohio state buckeyes vs. michigan state spartans here: http:\/\/t.co\/dmg1kfugau http:\/\/t.co\/h9skrdqy3k 
1415491744,track ohio state buckeyes vs. michigan state spartans here: http:\/\/t.co\/j2rd70cd7t http:\/\/t.co\/odqoqxzzdp 
1415491757, ready for my boys to play tonight buckeyes 
1415491758,to my fellow buckeyes you do realize if we lose this game tonight the talk starts about firing urbanmeyer gobucks buckeyenation tosu 
1415491780,getting ready for the ohiostate game! i freaking pumped! football osuvsmsu lets go @ohiostathletics 
1415491786,tuning into the radioparty until the buckeyes game starts. @djohnsonwtop @gctalks 
1415491787,we owe them one buckeyes 
1415491791,buckeyes rank 2nd in the ncaa in passing efficiency with a 169.2 rating &amp; are 4th in scoring offense at 45.6 ppg. osuvsmsu 
1415491793,michiganstate favored at home over ohiostate ncaa collegefootball http:\/\/t.co\/o2qlix0lj6 
1415491812, if ohiostate beat anything other than their dick for the last 10 years you may get some respect!! gamedaysigns http:\u2026 
1415491812,god 
1415491821, buckeyes rank 2nd in the ncaa in passing efficiency with a 169.2 rating &amp; are 4th in scoring offense at 45.6 ppg. osuvsm\u2026 
1415491821,"shut the fuck up rt\""@soleciety_: almost that time!!!! ohiostate\""" 
1415491822, thedecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e buckeyes http:\/\/t.co\/3mvamrio01 
1415491833, buckeyes rank 2nd in the ncaa in passing efficiency with a 169.2 rating &amp; are 4th in scoring offense at 45.6 ppg. osuvsm\u2026 
1415491835,a nick swisher avi is too much of risk for such an important game. \ni went with donte whitner instead. buckeyes http:\/\/t.co\/bu1bcratwg 
1415491844, buckeyes rank 2nd in the ncaa in passing efficiency with a 169.2 rating &amp; are 4th in scoring offense at 45.6 ppg. osuvsm\u2026 
1415491846, thedecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e buckeyes http:\/\/t.co\/3mvamrio01 
1415491847, thedecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e buckeyes http:\/\/t.co\/3mvamrio01 
1415491853,alright buckeyes. you're next let's go!!! destiny urban 
1415491857, we owe them one buckeyes 
1415491868, ohio state will not be wearing their chrome alternates for tonight's game. they will be wearing their regular away white uni\u2026 
1415491883, buckeyes rank 2nd in the ncaa in passing efficiency with a 169.2 rating &amp; are 4th in scoring offense at 45.6 ppg. osuvsm\u2026 
1415491895, thedecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e buckeyes http:\/\/t.co\/3mvamrio01 
1415491900, thedecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e buckeyes http:\/\/t.co\/3mvamrio01 
1415491903, a nick swisher avi is too much of risk for such an important game. \ni went with donte whitner instead. buckeyes http:\/\/t.\u2026 
1415491912, thedecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e buckeyes http:\/\/t.co\/3mvamrio01 
1415491914, thedecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e buckeyes http:\/\/t.co\/3mvamrio01 
1415491922,j.t.'s journey https:\/\/t.co\/ktmo060s6h buckeyes -via http:\/\/t.co\/qtkenjc7dl http:\/\/t.co\/0wzp3mntsw 
1415491924,rt core6athletes: less than 2 hours away. who you got? rt for ohiostate fav for michiganstate b1g collegegam... http:\/\/t.co\/eijrtkeg5d 
1415491929, thedecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e buckeyes http:\/\/t.co\/3mvamrio01 
1415491946,j.t.'s journey https:\/\/t.co\/ktmo060s6h buckeyes -via http:\/\/t.co\/qtkenjc7dl http:\/\/t.co\/xvvov5r5qs 
1415491955,gobucks gobuckeyes # columbus ohiostate ohhiostatehatweek http:\/\/t.co\/hexxtviplg 
1415491968,almost gametime does anyone have ohiostate stomping michiganstate at home??? ohiostatevsmichiganstate 
1415491981, thedecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e buckeyes http:\/\/t.co\/3mvamrio01 
1415491993,go buckeyes! beat those spartans! you can do this tonight! ;) ohiostate osu buckeyesinmaryland\u2026 http:\/\/t.co\/lgya8idrdy 
1415492016, buckeyes rank 2nd in the ncaa in passing efficiency with a 169.2 rating &amp; are 4th in scoring offense at 45.6 ppg. osuvsm\u2026 
1415492026, thedecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e buckeyes http:\/\/t.co\/3mvamrio01 
1415492037,ohiostate vs michiganstate lets go buckeyes o-h \ud83c\udfc8\ud83d\udc4f 
1415492052,huge game tonight boys! letsgo buckeyes theeohiostateuniversity 
1415492055,a buckeyes fan peed on @brian_calloway's wife's sister tailgate from a parking garage. crudest fan base 
1415492062,buckeyes: buckeyes 
1415492072, a nick swisher avi is too much of risk for such an important game. \ni went with donte whitner instead. buckeyes http:\/\/t.\u2026 
1415492072,my blood is already flowing waiting for this kickoff!! let's fucking gooooooooo!!!! buckeyes 
1415492078, a buckeyes fan peed on @brian_calloway's wife's sister tailgate from a parking garage. crudest fan base 
1415492095,getting pumped for the buckeyes game. sparty about to go downnnnnnnn 
1415492097, a buckeyes fan peed on @brian_calloway's wife's sister tailgate from a parking garage. crudest fan base 
1415492105,@ohiostfootball let's do work buckeyes! us fans have faith you guys can finally show who's the best in the big 10. 
1415492112, a buckeyes fan peed on @brian_calloway's wife's sister tailgate from a parking garage. crudest fan base 
1415492131, a buckeyes fan peed on @brian_calloway's wife's sister tailgate from a parking garage. crudest fan base 
1415492140, a buckeyes fan peed on @brian_calloway's wife's sister tailgate from a parking garage. crudest fan base 
1415492143,\u201c@daniellecasting: ohiostate vs michiganstate lets go buckeyes o-h \ud83c\udfc8\ud83d\udc4f\u201di -o. didn't know you were a buckeye in la as well. nice! gobucks 
1415492153,go bucks!!! \u2764\ufe0fbuckeyes ohio buckeyenation buckeyefootball http:\/\/t.co\/o758rdpgdd 
1415492166, greetings from spartan stadium buckeyes http:\/\/t.co\/ry7dsarcba 
1415492166,about an hour until kick here at spartan stadium. follow myself 
1415492172,we need to go head and win tonight buckeyes 
1415492174,i'm so ready for this game gobucks beatsparty buckeyenation osuvsmsu buckeyes 
1415492174, a buckeyes fan peed on @brian_calloway's wife's sister tailgate from a parking garage. crudest fan base 
1415492176,hell yeah aggies \naggiesvstigers \ngo buckeyes 
1415492182,@williamson_joe big fan buckeyes 
1415492190, about an hour until kick here at spartan stadium. follow myself 
1415492200, a buckeyes fan peed on @brian_calloway's wife's sister tailgate from a parking garage. crudest fan base 
1415492203, a buckeyes fan peed on @brian_calloway's wife's sister tailgate from a parking garage. crudest fan base 
1415492211, let's hope jt barrett doesn't pull an andy dalton and throw passes to cheerleaders or whoever looks at him like thursday night.\u2026 
1415492215,finally get to chill w\/lafamilia been working all week moneyflow ohiostate game \ud83c\udfc8 
1415492215, if ohiostate beat anything other than their dick for the last 10 years you may get some respect!! gamedaysigns http:\u2026 
1415492221,all bs aside buckeyes unless we handle our biz it's a mute point. time to put up or shut up. redemption # keepwhatyoukill 
1415492234, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415492249, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415492251,ohiostate vs michiganstate who do you think will win? @ohiostathletics @michiganstateu 
1415492252, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415492260,@sports_chik @therick2458 @brn_idpensgrl that's gonna be a huge game 
1415492261,decorations complete. jello and buckeyes done. ready for the biggest game of the season! buckeyes\u2026 http:\/\/t.co\/z8yuxceyza 
1415492262, a buckeyes fan peed on @brian_calloway's wife's sister tailgate from a parking garage. crudest fan base 
1415492268, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415492273, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415492274, a buckeyes fan peed on @brian_calloway's wife's sister tailgate from a parking garage. crudest fan base 
1415492276, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415492293, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415492294, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415492300, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415492301,lets go ohiostate 
1415492306, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415492308, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415492311,"the pens basically said \""hey sher" 
1415492318, a buckeyes fan peed on @brian_calloway's wife's sister tailgate from a parking garage. crudest fan base 
1415492332,bama vs lsu or ohiostate vs michiganstate or dubs vs rockets winner last 
1415492341,ohiostate 
1415492363,i need my buckeyes 2 win this game 2nite...osuvsmsu revengegame 
1415492379, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415492382, a buckeyes fan peed on @brian_calloway's wife's sister tailgate from a parking garage. crudest fan base 
1415492383,i don't care what the score is 
1415492393,\u201e\u2665 new w\/tags leather ohio state buckeyes football national champions baseball cap http:\/\/t.co\/iwi4ll3ltx http:\/\/t.co\/kjnfeylnj6 
1415492394, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415492397, a nick swisher avi is too much of risk for such an important game. \ni went with donte whitner instead. buckeyes http:\/\/t.\u2026 
1415492400, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415492407,got 2 more plays locked in \n\ntcu -6.5\nohiostate +4\n\nsportsbetting ncaaf 
1415492419, i'm so ready for this ohio state game tonight! buckeyenation osuvsmsu buckeyes -via http:\/\/t.co\/qtkenjc7dl 
1415492420,my buckeyes have got to get the win tonight buckeyenation 
1415492425,let the buckeye countdown begin... @jaymohr37 @buckeye_nation buckeyes 
1415492431, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415492439,ohiostate v michiganstate prediction: buckeyes 30 spartans 27. @grant_rumley? forallthecarrots 
1415492440,@shannonsharpe who did you pick ohiostatevsmichiganstate ? i got ohiostate winning!!!! 
1415492443, thedecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e buckeyes http:\/\/t.co\/3mvamrio01 
1415492446,the nerves are setting in buckeyes vs the world tonight 
1415492455, a buckeyes fan peed on @brian_calloway's wife's sister tailgate from a parking garage. crudest fan base 
1415492463,programming &amp; web solutions http:\/\/t.co\/ym2w1eytzo ohiostate http:\/\/t.co\/qqii7kvuco 
1415492472, less than 2 hours away. who you got? rt for ohiostate fav for michiganstate b1g collegegameday http:\/\/t.co\/qna5mxlthj 
1415492481,1 night club | 2 rooms | 2 djs |ohiostate vs. michiganstate http:\/\/t.co\/ub2ijyhr1r 
1415492494,let's go ohio buckeyes fuckmichigan 
1415492496, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415492498,@kelseyantcliff i don't want to hear it buckeyes 
1415492503, a buckeyes fan peed on @brian_calloway's wife's sister tailgate from a parking garage. crudest fan base 
1415492508,almost game time ohiostate 
1415492511,@ohiostathletics buckeyes gobucks osuvsmsu less than an hour to go... 
1415492519,buckeyes 
1415492538,pumped for this game ohiostate 
1415492541,ncaafootball \npickfree\n#ohiostvsmichiganst\n#ohiostate +4\nohiostatevsmichiganstate \nohiostbuckeyes\n#easymoney good luck!!!! 
1415492549,buckeyes fans want michiganstate qb connor cook to fail tonight but there is no denying his sister is smoking hot.\nhttp:\/\/t.co\/uqi8qmhill 
1415492572, a buckeyes fan peed on @brian_calloway's wife's sister tailgate from a parking garage. crudest fan base 
1415492574,watching auburn lose 
1415492592,"\""@ccon8181: got 2 more plays locked in \n\ntcu -6.5\nohiostate +4\n\nsportsbetting ncaaf\"" i'm on both also ! http:\/\/t.co\/9o7et6o8ro" 
1415492601, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415492606,almost time for us to work!! buckeyes http:\/\/t.co\/jhkylaoyl5 
1415492615,i feel like this ohiostate game is gonna be stressful to watch \ud83d\ude48 
1415492621,@noreenahenry need some of that lady luck tonight dear..hostile crowd..refs.calling a hometown game..no problem..buckeyes...... 
1415492625,"\""@melendez_89: i feel like this ohiostate game is gonna be stressful to watch \ud83d\ude48\""" 
1415492639,ohio st8 playrs r not fond of sleep numbr beds jamarcojones michiganstate ohiostate ohiostateplayers sleepnumber http:\/\/t.co\/xf2ftxmphc 
1415492639,ohio st8 playrs r not fond of sleep numbr beds jamarcojones michiganstate ohiostate ohiostateplayers sleepnumber http:\/\/t.co\/khhhs7ha2a 
1415492644,here's to a good night of watching victorious gamecast pages of ohiostate 
1415492645,buckeyes the mailbox: pain\u2019s big part of football 
1415492645,buckeyes buckeyes 
1415492648, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415492671, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415492694,me right now waiting for ohiostate to play tonight @letsplayguitar http:\/\/t.co\/dyk1v5cbc6 
1415492712,auburn is going to lose. the door opens a little more for ohiostate if buckeyes can win tonight. 
1415492717,yesssssssssss texas a&amp;m! top teams losing is good for the buckeyes! gobuckeyes gobucks buckeyenation osuvsmsu 
1415492725, auburn is going to lose. the door opens a little more for ohiostate if buckeyes can win tonight. 
1415492735,btw gogreen gowhite beatohiostate ohowihate ohiostate 
1415492741,introducing: greg bethel buckeyes 
1415492742,buckeyes 
1415492757,not so breaking news...both teams from michigan suck. let's go boys!!!!@ohiostfootball @hangon_sloopy msuvsosu ohiostate 
1415492763,so you're telling me there's a chance! buckeyes takecareofbiz 
1415492777,big game tonight lets go buckeyes 
1415492784, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415492792,well 
1415492793, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415492803, well 
1415492809,jacked up! let's go buckeyes beatsparty 
1415492813, well 
1415492814, auburn is going to lose. the door opens a little more for ohiostate if buckeyes can win tonight. 
1415492814, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415492819, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415492826,yes!!!!!!!!! peace out auburn. ok buckeyes......just play your fucking game fellas! please! 
1415492829,it appears that the table is set for buckeyes to dine tonight. beat sparty. 
1415492829,ohiostate 
1415492830,my buckeyes are going to handle the spartans tonight ohiostate buckeyes big10showdown 
1415492838, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415492842, well 
1415492847,here we go buckeyes. table is being set. texasam 
1415492854, well 
1415492854,@unclecrappy looks that way. good stuff for the buckeyes of we can take care of business tonight! 
1415492855,now i can get back to that sick feeling i get before a big buckeyes game ... this is huge 
1415492856, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415492859,@broncosdefender are you with me on ohiostate beating michiganstate at home? 
1415492864,lsu tigers +7 and ohio state buckeyes +4 
